District,Soil_Color,N,P,K,pH,Rainfall,Temperature,Crop,Fertilizer,OC,EC,B,Fe,Mn,Cu,Zn,S,District_Normal_Rainfall,Humidity,N_P_Ratio,N_K_Ratio,P_K_Ratio,Rainfall_Deviation,OC_Class,Soil_Health_Score,Growing_Season
Sangli,Red,90,55,120,6.5,800,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.54,1.6361,0.7499,0.4583,0.5549,Medium,8,Kharif
Sangli,Red,90,50,130,7.0,700,30,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.21,1.7996,0.6923,0.3846,0.3605,Medium,8,Kharif
Sangli,Red,100,60,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,72.27,1.6664,0.7142,0.4285,0.3605,Medium,8,Kharif
Sangli,Red,80,60,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.74,1.3331,0.6666,0.5,0.5549,Medium,8,Kharif
Sangli,Red,95,45,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.79,2.1106,0.7916,0.375,0.5549,Medium,8,Kharif
Sangli,Red,100,50,120,6.5,800,30,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.14,1.9996,0.8333,0.4166,0.5549,Medium,8,Kharif
Sangli,Red,95,60,125,7.0,700,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,72.87,1.5831,0.7599,0.48,0.3605,Medium,8,Kharif
Sangli,Red,100,50,140,6.0,700,20,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.44,1.9996,0.7142,0.3571,0.3605,Medium,8,Kharif
Sangli,Red,80,55,135,7.5,800,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.82,1.4543,0.5925,0.4074,0.5549,Medium,8,Kharif
Sangli,Red,90,50,125,7.0,700,25,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,71.45,1.7996,0.7199,0.4,0.3605,Medium,8,Kharif
Sangli,Red,90,60,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.8,1.4998,0.6428,0.4285,0.3605,Medium,8,Kharif
Sangli,Red,80,55,140,6.0,700,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.86,1.4543,0.5714,0.3928,0.3605,Medium,8,Kharif
Sangli,Red,85,45,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.85,1.8885,0.6071,0.3214,0.3605,Medium,8,Kharif
Sangli,Red,80,50,120,6.5,800,30,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.98,1.5997,0.6666,0.4166,0.5549,Medium,8,Kharif
Sangli,Red,80,45,130,7.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,73.95,1.7774,0.6153,0.3461,0.3605,Medium,8,Kharif
Sangli,Red,100,55,125,7.0,700,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.36,1.8179,0.7999,0.44,0.3605,Medium,8,Kharif
Sangli,Red,80,45,135,7.5,800,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.36,1.7774,0.5925,0.3333,0.5549,Medium,8,Kharif
Sangli,Red,100,45,125,6.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.19,2.2217,0.7999,0.36,0.5549,Medium,8,Kharif
Sangli,Red,95,45,130,7.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.26,2.1106,0.7307,0.3461,0.3605,Medium,8,Kharif
Sangli,Red,90,50,140,6.0,700,20,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,72.63,1.7996,0.6428,0.3571,0.3605,Medium,8,Kharif
Sangli,Red,80,40,125,6.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.7,1.9995,0.6399,0.32,0.5549,Medium,8,Kharif
Sangli,Red,100,55,130,7.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.69,1.8179,0.7692,0.423,0.5549,Medium,8,Kharif
Sangli,Red,95,40,125,6.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.41,2.3744,0.7599,0.32,0.5549,Medium,8,Kharif
Sangli,Red,85,55,120,6.5,800,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.01,1.5452,0.7083,0.4583,0.5549,Medium,8,Kharif
Sangli,Red,90,60,135,6.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.54,1.4998,0.6666,0.4444,0.3605,Medium,8,Kharif
Sangli,Red,80,45,125,6.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.04,1.7774,0.6399,0.36,0.5549,Medium,8,Kharif
Sangli,Red,80,55,120,6.5,800,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.07,1.4543,0.6666,0.4583,0.5549,Medium,8,Kharif
Sangli,Red,80,60,125,7.0,700,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.43,1.3331,0.6399,0.48,0.3605,Medium,8,Kharif
Sangli,Red,100,50,135,7.5,800,25,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.32,1.9996,0.7407,0.3703,0.5549,Medium,8,Kharif
Sangli,Red,100,60,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.63,1.6664,0.8333,0.5,0.5549,Medium,8,Kharif
Sangli,Red,80,50,135,7.5,800,25,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,83.18,1.5997,0.5925,0.3703,0.5549,Medium,8,Kharif
Sangli,Red,85,55,135,7.5,800,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.82,1.5452,0.6296,0.4074,0.5549,Medium,8,Kharif
Sangli,Red,95,55,120,6.5,800,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.33,1.727,0.7916,0.4583,0.5549,Medium,8,Kharif
Sangli,Red,100,45,130,7.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.43,2.2217,0.7692,0.3461,0.3605,Medium,8,Kharif
Sangli,Red,80,55,130,7.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.77,1.4543,0.6153,0.423,0.5549,Medium,8,Kharif
Sangli,Red,90,45,125,6.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.64,1.9996,0.7199,0.36,0.5549,Medium,8,Kharif
Sangli,Red,95,55,130,7.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.93,1.727,0.7307,0.423,0.5549,Medium,8,Kharif
Sangli,Red,95,55,140,6.0,700,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,73.67,1.727,0.6785,0.3928,0.3605,Medium,8,Kharif
Sangli,Red,80,60,130,7.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.25,1.3331,0.6153,0.4615,0.5549,Medium,8,Kharif
Sangli,Red,100,55,120,6.5,800,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.38,1.8179,0.8333,0.4583,0.5549,Medium,8,Kharif
Sangli,Red,80,40,140,6.0,700,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.98,1.9995,0.5714,0.2857,0.3605,Medium,8,Kharif
Sangli,Red,80,45,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.42,1.7774,0.6666,0.375,0.5549,Medium,8,Kharif
Sangli,Red,95,45,125,6.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.39,2.1106,0.7599,0.36,0.5549,Medium,8,Kharif
Sangli,Red,95,50,130,7.0,700,30,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.95,1.8996,0.7307,0.3846,0.3605,Medium,8,Kharif
Sangli,Red,100,45,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.85,2.2217,0.8333,0.375,0.5549,Medium,8,Kharif
Sangli,Red,95,40,120,6.0,700,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.83,2.3744,0.7916,0.3333,0.3605,Medium,8,Kharif
Sangli,Red,90,55,135,7.5,800,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.67,1.6361,0.6666,0.4074,0.5549,Medium,8,Kharif
Sangli,Red,95,50,135,7.5,800,25,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.96,1.8996,0.7037,0.3703,0.5549,Medium,8,Kharif
Sangli,Red,90,60,125,7.0,700,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.21,1.4998,0.7199,0.48,0.3605,Medium,8,Kharif
Sangli,Red,90,60,130,7.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.09,1.4998,0.6923,0.4615,0.5549,Medium,8,Kharif
Sangli,Red,85,45,125,6.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.24,1.8885,0.6799,0.36,0.5549,Medium,8,Kharif
Sangli,Red,80,45,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.85,1.7774,0.5714,0.3214,0.3605,Medium,8,Kharif
Sangli,Red,90,45,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.94,1.9996,0.7499,0.375,0.5549,Medium,8,Kharif
Sangli,Red,80,50,125,7.0,700,25,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.85,1.5997,0.6399,0.4,0.3605,Medium,8,Kharif
Sangli,Red,100,40,130,7.0,700,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,73.95,2.4994,0.7692,0.3077,0.3605,Medium,8,Kharif
Sangli,Red,80,40,130,7.0,700,25,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,71.41,1.9995,0.6153,0.3077,0.3605,Medium,8,Kharif
Sangli,Red,95,45,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,72.23,2.1106,0.6785,0.3214,0.3605,Medium,8,Kharif
Sangli,Red,85,60,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.92,1.4164,0.7083,0.5,0.5549,Medium,8,Kharif
Sangli,Red,100,45,140,6.0,700,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.01,2.2217,0.7142,0.3214,0.3605,Medium,8,Kharif
Sangli,Red,85,50,140,6.0,700,20,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.61,1.6997,0.6071,0.3571,0.3605,Medium,8,Kharif
Sangli,Red,85,60,135,6.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.8,1.4164,0.6296,0.4444,0.3605,Medium,8,Kharif
Sangli,Red,100,40,135,7.5,800,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.39,2.4994,0.7407,0.2963,0.5549,Medium,8,Kharif
Sangli,Red,95,60,130,7.5,800,25,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.65,1.5831,0.7307,0.4615,0.5549,Medium,8,Kharif
Sangli,Red,85,55,140,6.0,700,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.15,1.5452,0.6071,0.3928,0.3605,Medium,8,Kharif
Sangli,Red,95,45,135,7.5,800,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.85,2.1106,0.7037,0.3333,0.5549,Medium,8,Kharif
Sangli,Red,80,55,125,7.0,700,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.39,1.4543,0.6399,0.44,0.3605,Medium,8,Kharif
Sangli,Red,95,60,120,6.5,800,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.69,1.5831,0.7916,0.5,0.5549,Medium,8,Kharif
Sangli,Red,95,50,120,6.5,800,30,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.98,1.8996,0.7916,0.4166,0.5549,Medium,8,Kharif
Sangli,Red,80,60,135,6.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.04,1.3331,0.5925,0.4444,0.3605,Medium,8,Kharif
Sangli,Red,90,45,135,7.5,800,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.26,1.9996,0.6666,0.3333,0.5549,Medium,8,Kharif
Sangli,Red,80,40,135,7.5,800,20,Grapes,Ferrous Sulphate,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.16,1.9995,0.5925,0.2963,0.5549,Medium,8,Kharif
Sangli,Red,90,45,130,7.0,700,20,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,74.07,1.9996,0.6923,0.3461,0.3605,Medium,8,Kharif
Sangli,Red,90,55,130,7.5,800,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.2,1.6361,0.6923,0.423,0.5549,Medium,8,Kharif
Sangli,Red,100,45,135,7.5,800,30,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.61,2.2217,0.7407,0.3333,0.5549,Medium,8,Kharif
Sangli,Red,95,50,140,6.0,700,20,Grapes,Hydrated Lime,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,73.95,1.8996,0.6785,0.3571,0.3605,Medium,8,Kharif
Sangli,Red,100,40,140,6.0,700,30,Grapes,10:10:10 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,75.68,2.4994,0.7142,0.2857,0.3605,Medium,8,Kharif
Kolhapur,Black,55,25,30,6.0,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.37,2.1991,1.8327,0.8331,-0.7115,High,7,Kharif
Kolhapur,Black,40,30,20,7.0,600,30,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.12,1.3329,1.999,1.4993,-0.6538,High,7,Kharif
Sangli,Light Brown,25,50,20,7.0,900,30,Groundnut,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.93,0.4999,1.2494,2.4988,0.7493,Medium,5,Kharif
Kolhapur,Black,50,25,35,6.0,500,25,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.23,1.9992,1.4282,0.7141,-0.7115,High,7,Kharif
Solapur,Black,25,45,30,7.0,600,25,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.33,0.5554,0.8331,1.4995,0.2471,Medium,5,Kharif
Kolhapur,Black,25,40,25,6.5,600,30,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.4,0.6248,0.9996,1.5994,-0.6538,High,6,Kharif
Solapur,Black,30,55,30,6.0,800,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,77.69,0.5454,0.9997,1.8327,0.6629,Medium,5,Kharif
Pune,Red,30,35,20,6.0,800,30,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,78.49,0.8569,1.4993,1.7491,-0.0715,Medium,5,Kharif
Solapur,Black,25,40,40,6.0,800,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,79.31,0.6248,0.6248,0.9998,0.6629,Medium,5,Kharif
Sangli,Light Brown,30,50,20,7.0,900,30,Groundnut,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,83.61,0.5999,1.4993,2.4988,0.7493,Medium,5,Kharif
Kolhapur,Black,50,25,40,7.0,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.61,1.9992,1.2497,0.6248,-0.7115,High,7,Kharif
Pune,Red,30,30,25,5.5,700,25,Groundnut,SSP,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,68.98,0.9997,1.1995,1.1995,-0.1876,Medium,4,Kharif
Kolhapur,Black,50,30,30,6.0,600,30,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.25,1.6661,1.6661,0.9997,-0.6538,High,7,Kharif
Solapur,Black,25,55,30,6.0,800,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,77.19,0.4545,0.8331,1.8327,0.6629,Medium,5,Kharif
Kolhapur,Black,20,40,25,6.5,600,30,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.88,0.4999,0.7997,1.5994,-0.6538,High,6,Kharif
Solapur,Black,20,45,20,6.5,600,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.26,0.4443,0.9995,2.2489,0.2471,Medium,5,Kharif
Solapur,Black,30,45,20,6.5,600,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.94,0.6665,1.4993,2.2489,0.2471,Medium,5,Kharif
Solapur,Black,25,45,35,6.0,800,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,77.42,0.5554,0.7141,1.2853,0.6629,Medium,5,Kharif
Kolhapur,Black,20,30,25,7.5,600,30,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.43,0.6664,0.7997,1.1995,-0.6538,High,6,Kharif
Solapur,Black,20,50,25,7.5,700,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,77.25,0.3999,0.7997,1.9992,0.455,Medium,5,Kharif
Kolhapur,Black,50,25,30,6.0,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.21,1.9992,1.6661,0.8331,-0.7115,High,7,Kharif
Solapur,Black,20,45,30,7.0,600,25,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.39,0.4443,0.6664,1.4995,0.2471,Medium,5,Kharif
Solapur,Black,20,60,40,6.0,700,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,74.82,0.3333,0.4999,1.4996,0.455,Medium,5,Kharif
Pune,Red,20,30,30,5.5,700,25,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,73.75,0.6664,0.6664,0.9997,-0.1876,Medium,4,Kharif
Pune,Red,30,30,30,5.5,700,25,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,69.29,0.9997,0.9997,0.9997,-0.1876,Medium,4,Kharif
Pune,Red,20,30,20,5.5,700,25,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,73.57,0.6664,0.9995,1.4993,-0.1876,Medium,4,Kharif
Solapur,Black,20,55,30,6.0,800,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,81.52,0.3636,0.6664,1.8327,0.6629,Medium,5,Kharif
Solapur,Black,30,40,25,6.5,800,30,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,78.41,0.7498,1.1995,1.5994,0.6629,Medium,5,Kharif
Solapur,Black,20,60,25,6.0,800,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,84.15,0.3333,0.7997,2.399,0.6629,Medium,5,Kharif
Solapur,Black,25,50,30,7.0,800,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,79.97,0.4999,0.8331,1.6661,0.6629,Medium,5,Kharif
Kolhapur,Black,60,30,30,7.5,600,30,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.84,1.9993,1.9993,0.9997,-0.6538,High,7,Kharif
Sangli,Light Brown,25,45,25,6.5,900,30,Groundnut,Chilated Micronutrient,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.64,0.5554,0.9996,1.7993,0.7493,Medium,5,Kharif
Sangli,Light Brown,20,45,20,6.5,900,30,Groundnut,Chilated Micronutrient,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.22,0.4443,0.9995,2.2489,0.7493,Medium,5,Kharif
Kolhapur,Black,55,25,35,6.0,500,25,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.91,2.1991,1.571,0.7141,-0.7115,High,7,Kharif
Kolhapur,Black,20,35,20,6.0,500,25,Groundnut,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.3,0.5713,0.9995,1.7491,-0.7115,High,6,Kharif
Kolhapur,Black,40,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,64.65,1.999,1.3329,0.6664,-0.7115,High,6,Kharif
Pune,Red,20,40,30,6.5,900,35,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,78.15,0.4999,0.6664,1.3329,0.0446,Medium,5,Kharif
Sangli,Light Brown,25,45,30,6.5,800,25,Groundnut,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.38,0.5554,0.8331,1.4995,0.5549,Medium,5,Kharif
Solapur,Black,30,45,40,7.5,700,25,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,74.07,0.6665,0.7498,1.1247,0.455,Medium,5,Kharif
Pune,Red,30,40,30,6.5,900,35,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,82.01,0.7498,0.9997,1.3329,0.0446,Medium,5,Kharif
Kolhapur,Black,50,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,64.4,2.4988,2.4988,0.9995,-0.7115,High,5,Kharif
Solapur,Black,20,40,40,6.0,800,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,80.54,0.4999,0.4999,0.9998,0.6629,Medium,5,Kharif
Solapur,Black,25,50,40,7.0,600,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.06,0.4999,0.6248,1.2497,0.2471,Medium,5,Kharif
Solapur,Black,30,45,30,7.0,600,25,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.35,0.6665,0.9997,1.4995,0.2471,Medium,5,Kharif
Sangli,Light Brown,25,40,30,6.0,800,25,Groundnut,Chilated Micronutrient,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.35,0.6248,0.8331,1.3329,0.5549,Medium,5,Kharif
Kolhapur,Black,30,30,20,6.0,500,25,Groundnut,Chilated Micronutrient,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.22,0.9997,1.4993,1.4993,-0.7115,High,6,Kharif
Solapur,Black,25,50,20,6.0,800,30,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,84.29,0.4999,1.2494,2.4988,0.6629,Medium,5,Kharif
Solapur,Black,30,60,35,6.5,600,20,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.73,0.4999,0.8569,1.7138,0.2471,Medium,5,Kharif
Pune,Red,20,35,25,6.0,800,30,Groundnut,Chilated Micronutrient,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,79.79,0.5713,0.7997,1.3994,-0.0715,Medium,5,Kharif
Solapur,Black,20,45,25,6.5,700,30,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,74.56,0.4443,0.7997,1.7993,0.455,Medium,5,Kharif
Solapur,Black,25,60,20,7.0,600,30,Groundnut,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.47,0.4166,1.2494,2.9985,0.2471,Medium,5,Kharif
Solapur,Black,30,50,30,7.0,800,25,Groundnut,Chilated Micronutrient,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,81.09,0.5999,0.9997,1.6661,0.6629,Medium,5,Kharif
